macro_f1,macro_f1_std,balanced_acc,secs,n_estimators,learning_rate,max_depth,min_child_weight,subsample,colsample_bytree,reg_lambda,gamma
0.45857277546699554,0.0025039558189894405,0.5155320740647101,59.3,500,0.1,10,5,1.0,0.85,0.0,0.0
0.457496041350562,0.0011959959935755695,0.5241053695512682,60.3,500,0.1,10,5,1.0,0.85,5.0,0.0
0.4574151378607567,0.00036839105175318093,0.5281483980976712,43.1,300,0.1,10,5,0.85,1.0,1.0,0.5
0.4549401110897621,0.0010331957787638579,0.5365002940887308,96.0,800,0.05,10,20,0.85,0.7,0.0,0.5
0.4545679045476176,0.00022388854914219013,0.5254575211249186,64.2,500,0.1,10,20,0.85,0.85,5.0,0.0
0.45207036671783235,0.0017977223270353934,0.5298050173767729,76.3,800,0.1,8,20,0.85,0.7,5.0,0.5
0.4468211698040125,0.0009713711390348775,0.5549297906594962,64.6,800,0.03,10,1,0.85,1.0,5.0,2.0
0.4439005373463096,0.0005480435198398798,0.5579311397182887,47.7,800,0.05,8,5,0.85,1.0,5.0,2.0
0.43499579038346864,0.0004114017895818249,0.5627274244860185,26.2,300,0.05,8,20,0.85,0.85,5.0,2.0
0.43424658088578943,0.0004510164530551231,0.5645004530911605,18.0,300,0.1,6,20,0.85,0.85,5.0,2.0
0.4339562169957465,0.00042623114657450514,0.5619921737997001,39.2,500,0.05,6,20,0.85,1.0,5.0,0.5
0.4329280401357605,0.0004577358241608871,0.5635746882584216,30.3,500,0.05,6,20,0.85,0.7,1.0,2.0
0.43195600014485175,0.0004665949326974812,0.5628867998602581,40.9,500,0.03,6,1,0.85,1.0,1.0,0.0
0.4302690866818047,0.0003809013800284181,0.5613864892901895,45.1,800,0.05,4,1,0.7,0.85,1.0,0.0
0.42733615561984967,0.00091942949543553,0.5630840741944718,23.7,300,0.03,6,20,1.0,0.85,5.0,2.0
0.42426429453463627,0.0006043542482649643,0.5605969480346343,29.3,500,0.03,4,1,0.7,1.0,5.0,0.0
