move_f1,move_f1_std,rmse,secs,n_estimators,learning_rate,num_leaves,min_child_samples,colsample_bytree,subsample,reg_lambda
0.3660356767746817,0.0034355567883125127,0.3242477693884651,78.8,800,0.1,255,100,1.0,1.0,5.0
0.3618835482649996,0.0015605033580123934,0.3202660986701357,49.2,500,0.1,255,200,1.0,1.0,1.0
0.3516188105071493,0.0023860714225597103,0.31469701797152805,47.1,500,0.05,255,100,1.0,1.0,1.0
0.3509349179559575,0.0013309556312540631,0.3145257415472803,72.5,800,0.05,255,20,0.7,1.0,0.0
0.35064290757008854,0.0028692112083916112,0.31543346065508165,22.4,800,0.1,63,100,0.7,0.85,5.0
0.350546625345415,0.0032620876635623018,0.3140656815647572,15.3,500,0.1,63,200,1.0,0.7,1.0
0.35032796042170117,0.0026206426836464856,0.31454491290802394,76.7,800,0.03,255,50,0.7,0.7,0.0
0.349888777383377,0.0026418772893006316,0.31393390740146837,79.5,800,0.03,255,50,0.85,0.85,1.0
0.34946225519770263,0.0022364550139138246,0.3130887539470096,40.9,800,0.05,127,200,0.7,1.0,5.0
0.34669277756655276,0.002049377843134775,0.31329515466186963,41.9,800,0.05,127,20,1.0,0.85,5.0
0.34615541664926797,0.0024413621203141327,0.3109397004606409,29.5,300,0.03,255,100,1.0,1.0,0.0
0.34542083386674577,0.003773528839617709,0.3120485618807835,23.2,800,0.05,63,20,0.85,0.7,1.0
0.3452562014911804,0.002521657844180316,0.3114923449839943,8.5,500,0.1,31,100,0.7,0.7,5.0
0.34503054694283847,0.002588604010907162,0.3114998439148094,40.7,800,0.03,127,50,0.85,0.85,5.0
0.34312841395840604,0.003252280723959597,0.3106987085716146,28.1,500,0.03,127,50,1.0,0.85,0.0
0.34263035447462914,0.0020228903552942886,0.308926589813952,14.1,800,0.03,31,100,0.7,1.0,5.0
0.34255713352894085,0.0013419020318586059,0.3100086259609027,9.4,300,0.05,63,50,0.85,0.7,0.0
0.3421426253642063,0.0017154676701335325,0.3108299588040448,14.1,500,0.05,63,20,0.85,0.7,0.0
0.3420790597210647,0.001980514137541822,0.30951973753396106,14.9,500,0.03,63,50,0.85,0.85,0.0
0.3416543712659556,0.003476845907435795,0.3097151338145376,9.2,500,0.05,31,100,0.85,0.7,1.0
0.34141334019191155,0.0025933520200772217,0.30875165689940415,9.2,500,0.03,31,50,0.7,0.85,1.0
0.34090205574096827,0.002347239486502323,0.3102255180173849,16.6,300,0.03,127,20,1.0,0.7,0.0
0.340738635161673,0.002819467820118921,0.3091354163140392,9.5,300,0.03,63,50,1.0,0.85,5.0
0.34003006035592276,0.0024655231001798916,0.3087920320262402,6.0,300,0.03,31,50,1.0,0.7,5.0
