macro_f1,macro_f1_std,balanced_acc,secs,n_estimators,learning_rate,num_leaves,min_child_samples,colsample_bytree,subsample,reg_lambda
0.4718723129506694,0.0007536558772979777,0.507899195728082,153.6,800,0.03,127,20,0.85,0.7,1.0
0.47080995810632736,0.0016862481137702948,0.5172949631938839,59.5,300,0.03,127,20,1.0,0.7,1.0
0.4705174741133311,0.0011481993644519074,0.5113288448666068,75.7,800,0.05,63,50,0.85,1.0,1.0
0.470291827372469,0.0014661889788866991,0.49969344906755647,148.1,800,0.05,127,50,1.0,0.85,5.0
0.4692848196439934,0.0013526937931872473,0.5160619856678866,56.6,300,0.03,127,50,1.0,0.85,1.0
0.46916460260594445,0.0007703364470962714,0.5010413029316608,139.4,800,0.05,127,100,0.85,1.0,5.0
0.4689367565329074,0.0003537177080822932,0.5170924736811627,32.5,300,0.05,63,50,1.0,0.85,0.0
0.468762285617421,0.0008414899856570762,0.5076278779347985,49.6,500,0.1,63,50,0.85,1.0,5.0
0.46864522492105215,0.0003855987736903372,0.5197820237524412,34.9,300,0.03,63,200,0.85,0.7,0.0
0.46834767057938337,0.0004553022060016062,0.5201731091312669,30.0,500,0.03,31,20,0.7,1.0,5.0
0.4682793675281161,0.0005260026564193345,0.5189855568931089,33.8,300,0.03,63,100,0.85,0.7,1.0
0.4679902170881823,0.0011992649192482953,0.5038224030080758,105.0,300,0.05,255,200,1.0,1.0,5.0
0.467981345654956,0.0005605419913784246,0.5178165900017377,31.1,500,0.05,31,20,0.7,0.7,5.0
0.4668770931703053,0.0004002074286313978,0.49859122375944903,81.6,800,0.1,63,50,0.7,0.85,5.0
0.4667489968712885,0.0006186420738015914,0.47678558108419716,163.0,500,0.1,255,20,1.0,1.0,1.0
0.4649129880792931,0.00045908563520077986,0.4964363941877605,147.3,800,0.05,127,200,0.7,0.85,0.0
0.46486549302014674,0.0011751380881542292,0.49241179942961816,286.8,800,0.03,255,200,0.7,0.7,0.0
0.46462656767017435,0.0017381746572467697,0.5024365419054001,53.8,500,0.1,63,100,0.85,0.7,5.0
0.46451548703704953,0.0008279012206141407,0.4795357577663651,143.8,800,0.1,127,50,0.7,0.7,0.0
0.464397921387806,0.0012008032064300149,0.4802449498221529,146.9,800,0.1,127,50,1.0,0.85,5.0
0.4634653319272835,0.0017765245162293052,0.47902224004288024,288.3,800,0.05,255,100,1.0,0.7,5.0
0.4601647886637941,0.0011679959802659936,0.4718581064624736,172.1,500,0.1,255,100,1.0,0.85,5.0
0.45950142907384084,0.0011168732339705738,0.4909693585492665,82.6,800,0.1,63,200,0.85,0.7,0.0
0.4586534471901018,0.0007757737600116614,0.470473366862644,173.1,500,0.1,255,100,0.7,0.7,1.0
