move_f1,move_f1_std,rmse,secs,n_estimators,learning_rate,num_leaves,min_child_samples,colsample_bytree,subsample,reg_lambda
0.3911556037930555,0.0007004102932674725,1.1862896231441058,53.1,500,0.1,255,100,0.7,0.7,1.0
0.3894897532881296,0.003233970646208319,1.1867540375293881,52.4,500,0.1,255,100,1.0,0.85,5.0
0.38449650852511175,0.0020635371459954144,1.1890331015175573,42.4,800,0.1,127,50,0.7,0.7,0.0
0.3830064051626292,0.0003496291432102403,1.1809305136586332,42.6,800,0.1,127,50,1.0,0.85,5.0
0.3824740316423962,0.0022951530692410078,1.1757525459104323,86.9,800,0.05,255,100,1.0,0.7,5.0
0.374570172953049,0.0012701984586921955,1.1658075023977408,24.8,800,0.1,63,200,0.85,0.7,0.0
0.3736643591241285,0.0011782609670059519,1.1799167095977567,47.8,500,0.1,255,20,1.0,1.0,1.0
0.3680432714748996,0.0003453051746002399,1.1533780415816592,45.2,800,0.05,127,200,0.7,0.85,0.0
0.366349085315504,0.0017615993489952498,1.1509184196300912,88.0,800,0.03,255,200,0.7,0.7,0.0
0.36527676701235506,0.0007400322812287077,1.1642316767287173,23.3,800,0.1,63,50,0.7,0.85,5.0
0.3650918617495547,0.0015076136567642162,1.157613002053266,15.4,500,0.1,63,100,0.85,0.7,5.0
0.3642677810342587,0.0014377214769175776,1.1537032910198235,41.4,800,0.05,127,100,0.85,1.0,5.0
0.36301352226512823,0.0009223261514893402,1.160446145861002,42.7,800,0.05,127,50,1.0,0.85,5.0
0.3609465146324961,0.0012669981751803978,1.1492216476342074,32.3,300,0.05,255,200,1.0,1.0,5.0
0.3525920968004222,0.001767572595596553,1.1513330585281858,14.1,500,0.1,63,50,0.85,1.0,5.0
0.3508947309944706,0.001286133561854368,1.1515393975151131,43.4,800,0.03,127,20,0.85,0.7,1.0
0.3483206466037492,0.001204711403784348,1.1451967198384827,22.5,800,0.05,63,50,0.85,1.0,1.0
0.3398278014325257,0.0020158191187315292,1.1425516046939643,16.9,300,0.03,127,50,1.0,0.85,1.0
0.3384832267043576,0.0015571511329383733,1.1417542567910257,9.4,300,0.05,63,50,1.0,0.85,0.0
0.3374968130242136,0.0011747538212590301,1.1380758490293508,10.7,300,0.03,63,200,0.85,0.7,0.0
0.3371414678707528,0.0016168736576261656,1.1441744966810898,17.1,300,0.03,127,20,1.0,0.7,1.0
0.33620174275091635,0.0014900227400027762,1.1370357666570419,9.9,300,0.03,63,100,0.85,0.7,1.0
0.33354922800030146,0.0015615236768527503,1.1378554097907452,8.6,500,0.05,31,20,0.7,0.7,5.0
0.3275194687981961,0.00202267398356015,1.1360465072385473,8.5,500,0.03,31,20,0.7,1.0,5.0
