macro_f1,macro_f1_std,balanced_acc,secs,n_estimators,learning_rate,num_leaves,min_child_samples,colsample_bytree,subsample,reg_lambda
0.4576824510219457,0.0012689766377481865,0.5046490757097147,388.6,800,0.03,255,100,0.7,0.7,0.0
0.4563251719425512,0.0008144762343653976,0.47515123326727843,196.1,800,0.1,127,50,0.85,0.85,1.0
0.45610807185722174,0.0023297822849051414,0.4878996615776952,144.7,300,0.1,255,20,0.7,0.7,1.0
0.4525946589193597,0.0019372843570334276,0.5370672912190355,236.1,500,0.03,255,200,0.7,1.0,1.0
0.4510881185896007,0.0024757804682596276,0.5164313815129693,75.2,300,0.1,127,50,0.85,0.7,0.0
0.4502514028349071,0.0010093238821237264,0.4791993034742534,198.0,800,0.1,127,200,1.0,1.0,1.0
0.44889170298133635,0.0020269019882285222,0.5480658214100446,143.8,300,0.03,255,100,0.85,0.85,5.0
0.4480177768168189,0.00184856325107217,0.5419361045771955,101.3,800,0.05,63,100,1.0,1.0,0.0
0.4442535611387816,0.00061959379394185,0.5416834120317285,60.7,800,0.1,31,100,0.85,1.0,5.0
0.4439601734854705,0.0010185092210525984,0.5484456569736215,42.3,300,0.1,63,100,0.7,0.85,5.0
0.4434516571518121,0.0023006014143197033,0.5475613165822716,40.6,500,0.1,31,20,0.85,0.7,0.0
0.44338495502182695,0.0029298538039496686,0.5503825727552653,73.4,500,0.05,63,20,0.85,0.7,5.0
0.4402864538748951,0.0025321131568293693,0.5477231873638365,43.0,500,0.1,31,20,0.85,0.7,5.0
0.4387060191728002,0.0015641391984610345,0.5458046791914404,42.2,500,0.1,31,200,1.0,0.7,5.0
0.43450593495350165,0.0013208943092053017,0.5629072173473161,42.5,300,0.03,63,50,0.7,1.0,0.0
0.43288251219898105,0.0016864029033629919,0.5625390477010845,26.4,300,0.05,31,20,0.85,0.85,1.0
