macro_f1,macro_f1_std,balanced_acc,secs,n_estimators,learning_rate,num_leaves,min_child_samples,colsample_bytree,subsample,reg_lambda
0.46212406797281425,0.001726233668128886,0.5107425875677666,367.5,800,0.03,255,50,0.85,0.85,1.0
0.46158893142466856,0.0022151096660247534,0.4855422061363142,346.6,800,0.05,255,20,0.7,1.0,0.0
0.45813324121889387,0.0012588267431602404,0.5203974758613009,205.6,800,0.05,127,20,1.0,0.85,5.0
0.4517452120124908,0.0014368438963204546,0.5278199872313755,195.1,800,0.05,127,200,0.7,1.0,5.0
0.45068312637491365,0.0006190794875294044,0.5399045311516283,111.6,800,0.05,63,20,0.85,0.7,1.0
0.44795920401244155,0.0015046353812468109,0.5490431820078162,122.5,500,0.03,127,50,1.0,0.85,0.0
0.44741442494045564,0.0011327048052431961,0.4551408798497043,360.0,800,0.1,255,100,1.0,1.0,5.0
0.44350058305516366,0.0025212343503197812,0.5480530287195461,68.3,500,0.05,63,20,0.85,0.7,0.0
0.4427761432702191,0.0017812379316493256,0.5556719905286046,77.5,300,0.03,127,20,1.0,0.7,0.0
0.43890317012353935,0.000487052514416398,0.5495527213755936,41.6,500,0.1,31,100,0.7,0.7,5.0
0.4382855312438249,0.002642957027926366,0.5596349194546072,69.6,500,0.03,63,50,0.85,0.85,0.0
0.4378551681116068,0.0015543020149706476,0.5564370455834614,43.2,300,0.05,63,50,0.85,0.7,0.0
0.434290106808763,0.0015103084763368913,0.5579761493365543,41.1,500,0.05,31,100,0.85,0.7,1.0
0.4319034558120116,0.0023413899982630717,0.5604213899798257,63.5,800,0.03,31,100,0.7,1.0,5.0
0.4296574803467046,0.0024528283427585826,0.5610028706858283,42.2,500,0.03,31,50,0.7,0.85,1.0
0.4271323807798339,0.0027913104820307642,0.5613890499273132,26.9,300,0.03,31,50,1.0,0.7,5.0
