macro_f1,macro_f1_std,balanced_acc,secs,n_estimators,learning_rate,num_leaves,min_child_samples,colsample_bytree,subsample,reg_lambda
0.7186021218076037,0.003028645328317902,0.7584375329697762,37.1,300,0.1,255,50,0.85,0.7,5.0
0.716721140632948,0.004870873296010219,0.8180888830812609,61.1,500,0.03,255,20,1.0,0.7,5.0
0.7139484687286917,0.004367150841653926,0.73010515841582,55.4,800,0.1,127,50,1.0,0.7,5.0
0.7124653394492203,0.0018851385675392241,0.712368542435515,50.6,800,0.1,127,20,1.0,0.85,1.0
0.7117011582082479,0.002242042062947807,0.7958605381040028,29.3,800,0.1,63,200,0.7,0.7,5.0
0.7111000311370123,0.002297701491829212,0.8324341108489325,60.7,500,0.03,255,200,0.85,0.85,5.0
0.7080925273441281,0.0020041045148289577,0.807473335794947,17.2,300,0.1,127,50,0.85,1.0,0.0
0.7012533017812425,0.0011599791473228638,0.8271044763333341,16.0,800,0.1,31,50,0.85,0.85,0.0
0.7005000969893729,0.001957217575936478,0.8356243383996366,28.7,800,0.05,63,200,0.85,0.7,1.0
0.6941104845257201,0.0022893506947642985,0.8557808670994206,30.9,500,0.03,127,100,1.0,1.0,1.0
0.6926343378187552,0.000805986229306206,0.8573563324824165,28.3,800,0.03,63,20,1.0,0.85,0.0
0.692255380237795,0.0005081950822593368,0.8582431443116705,19.6,300,0.05,127,200,0.85,0.7,5.0
0.6860926814319495,0.0004040567676248841,0.8638198560751952,19.0,500,0.05,63,20,0.7,0.85,5.0
0.6847812730198513,0.00220482202288693,0.8572675908401054,9.6,500,0.1,31,50,1.0,1.0,1.0
0.6745238543258841,0.0009025318104676749,0.8679362572350388,16.3,800,0.05,31,200,0.85,1.0,5.0
0.665442457977862,0.0015384675914842055,0.8762108812050512,15.6,800,0.03,31,100,1.0,1.0,5.0
