move_f1,move_f1_std,rmse,secs,n_estimators,learning_rate,num_leaves,min_child_samples,colsample_bytree,subsample,reg_lambda
0.3829453571187218,0.003083654515166883,1.2097630200477116,41.7,800,0.1,127,50,1.0,0.7,5.0
0.3759786117800415,0.003995463262932503,1.1939725744779592,30.0,300,0.1,255,50,0.85,0.7,5.0
0.37486812850289236,0.001960626512896495,1.1987723332105216,39.5,800,0.1,127,20,1.0,0.85,1.0
0.3747059494872906,0.001470353818311297,1.1792162208773755,24.0,800,0.1,63,200,0.7,0.7,5.0
0.3664141501490208,0.001542277535690733,1.173290896705355,16.2,300,0.1,127,100,0.85,0.85,0.0
0.3615293629481528,0.0017758137039605528,1.1667618084508289,27.6,500,0.05,127,100,0.7,0.7,0.0
0.3603119421763305,0.0026293414693425764,1.1645777598873253,26.1,800,0.05,63,200,0.85,0.7,1.0
0.3601593546878213,0.0017819091001352887,1.170899843770344,15.6,500,0.1,63,100,0.7,0.85,1.0
0.3587102739232986,0.002979414448115421,1.1616627224961522,53.4,500,0.03,255,200,0.85,0.85,5.0
0.35859871174137,0.0022746235535020046,1.1724687972470693,14.7,300,0.1,127,50,0.85,1.0,0.0
0.354178175034624,0.0017241583466444854,1.158472205678699,16.9,300,0.05,127,200,0.85,0.7,5.0
0.3535467830307817,0.002380460352722601,1.1727747330117573,48.8,500,0.03,255,20,1.0,0.7,5.0
0.3531190095829739,0.0033345535329642848,1.1708267198773414,12.0,800,0.1,31,50,0.85,0.85,0.0
0.3504592967829778,0.002746493988016366,1.1588420946914744,16.0,300,0.05,127,100,0.85,1.0,1.0
0.3487402230735876,0.003251148683905631,1.1592400721331688,26.0,500,0.03,127,100,1.0,1.0,1.0
0.34714794344579264,0.0012616260385116033,1.1636420621961021,14.2,500,0.05,63,50,1.0,0.7,0.0
0.346821920282367,0.002845695263477187,1.1606504137352194,7.6,500,0.1,31,50,1.0,1.0,1.0
0.34445993703619476,0.000873250714374493,1.1551373575410009,12.7,800,0.05,31,200,0.85,1.0,5.0
0.3423740699128117,0.003105904795794369,1.1588418500490458,22.3,800,0.03,63,50,1.0,1.0,0.0
0.3420008966479889,0.0022470107776187717,1.1541658153642917,5.1,300,0.1,31,200,0.7,1.0,0.0
0.3405138651422022,0.0014420985643217277,1.1584433469767725,13.7,500,0.05,63,20,0.7,0.85,5.0
0.3389202521166512,0.0016801842505051404,1.1616760293747848,21.8,800,0.03,63,20,1.0,0.85,0.0
0.3377388832464401,0.002296901957014803,1.1530978533197345,12.1,800,0.03,31,100,1.0,1.0,5.0
0.3376348674971253,0.0027282318065311563,1.1525796266368615,8.4,500,0.05,31,100,0.85,1.0,5.0
