move_f1,move_f1_std,rmse,secs,n_estimators,learning_rate,num_leaves,min_child_samples,colsample_bytree,subsample,reg_lambda
0.3557838127965738,0.0019805538453575447,0.3169349611536703,40.6,800,0.1,127,20,1.0,0.85,5.0
0.3530994538038921,0.001275664902658087,0.3150362965002283,24.2,800,0.1,63,200,0.85,0.7,1.0
0.3522816155509736,0.001970643146972084,0.3146095621783158,28.0,300,0.1,255,100,0.7,1.0,0.0
0.35056291370204895,0.00034687513318617917,0.3119346765204154,41.1,800,0.05,127,200,0.7,1.0,0.0
0.3503224860526603,0.0013872148082605799,0.31295678069340144,78.0,800,0.03,255,100,0.85,0.85,5.0
0.3493081990116038,0.0019011007569627368,0.3137176302461914,16.1,300,0.1,127,50,1.0,0.7,1.0
0.34823674035704627,0.0007591820347129377,0.31271623648702707,76.0,800,0.03,255,50,0.85,0.85,0.0
0.34698184547255684,0.0012543394936420991,0.31082797550053265,28.8,300,0.05,255,100,0.85,1.0,0.0
0.3451777634415982,0.0011674518459526008,0.3098463570513765,8.9,500,0.1,31,200,0.7,0.7,1.0
0.34500275167387623,0.0012503878208752698,0.31108166557350886,13.3,500,0.1,63,20,0.85,1.0,0.0
0.3446844991370091,0.001534339056039074,0.30992367007117033,8.7,500,0.1,31,200,0.7,0.7,5.0
0.3440850413321166,0.001398128016196157,0.3085620936489682,23.7,800,0.03,63,200,0.85,1.0,1.0
0.34344790377539064,0.0008554455167606137,0.30983233853404446,21.7,800,0.05,63,50,1.0,1.0,5.0
0.34304281104426354,0.0021606655602781862,0.3080922707598477,17.3,300,0.03,127,200,0.85,1.0,5.0
0.34298886564200415,0.0011621713593859802,0.30921148389737857,14.3,800,0.05,31,200,1.0,0.7,0.0
0.3424456931919744,0.0014841775977848257,0.30911784665801195,22.9,800,0.03,63,50,0.85,0.7,1.0
0.3423548215997452,0.0004164107219490112,0.3078146653738754,8.1,500,0.05,31,50,1.0,1.0,0.0
0.34138329416077173,0.0008423645999761804,0.3083288702370237,9.3,300,0.05,63,100,1.0,0.85,1.0
0.34112475011652404,0.0015441153345439032,0.3079699182635604,13.5,800,0.03,31,50,1.0,0.85,1.0
0.34086517404221905,0.0014450884425671513,0.3075769290357771,10.1,300,0.03,63,200,0.85,0.85,5.0
0.34033550253562944,0.0018127634019429394,0.3074070948119774,9.2,500,0.03,31,100,0.85,0.85,5.0
0.3402424709539625,0.001340495958154403,0.3075838866979488,9.9,300,0.03,63,200,1.0,0.85,1.0
0.34015033426784425,0.0003440535678762745,0.3079676472519855,8.3,500,0.05,31,20,0.7,0.7,0.0
0.3398486971276071,0.0015370575743534239,0.3076403481471601,9.7,300,0.03,63,200,1.0,1.0,0.0
