macro_f1,macro_f1_std,balanced_acc,secs,n_estimators,learning_rate,num_leaves,min_child_samples,colsample_bytree,subsample,reg_lambda
0.47478878891474646,0.0020189490437833675,0.4997292735005689,264.9,800,0.03,255,50,0.85,1.0,1.0
0.4729690618634333,0.0019599373406416236,0.5068696992593565,174.0,500,0.03,255,50,1.0,1.0,5.0
0.4715084152966648,0.002589367340593057,0.4948976692777416,175.6,500,0.05,255,50,0.7,0.7,1.0
0.4706275289094857,0.0021943184177639213,0.5109461186815295,108.2,300,0.03,255,100,0.85,0.85,5.0
0.47023055320229856,0.003274740046876474,0.5080439339452747,51.4,500,0.1,63,50,0.7,0.85,5.0
0.4701178035754125,0.001571553809345581,0.4955646120316907,283.8,800,0.03,255,100,0.7,0.7,0.0
0.47006948197601234,0.0019071068991588743,0.5054346854051048,174.2,500,0.03,255,200,0.7,1.0,1.0
0.46991770718881076,0.002397179507878123,0.5140065455113917,55.5,500,0.05,63,50,0.85,0.7,5.0
0.4699120746627024,0.0029864750578669406,0.5096217984172364,76.7,800,0.05,63,100,1.0,1.0,0.0
0.4698249103329944,0.0026953805702759313,0.5160323318614286,59.9,300,0.03,127,20,0.85,0.85,5.0
0.46972651994551046,0.0026215375538412742,0.5136617811239277,55.8,500,0.05,63,20,0.85,0.7,5.0
0.4691175724136493,0.0023853472692697687,0.5082902895309573,48.1,800,0.1,31,50,1.0,0.85,1.0
0.46875145182961875,0.0023660601352661383,0.5117288317853284,31.6,300,0.1,63,100,0.7,0.85,5.0
0.4686833952340264,0.0026977030956520207,0.5028254306632319,179.3,500,0.03,255,200,0.85,0.85,0.0
0.46863296523456627,0.0035510099246284354,0.5181928505805756,31.9,300,0.03,63,50,0.7,1.0,0.0
0.4682826476710196,0.0028621415295838172,0.5093439474297398,45.6,800,0.1,31,100,0.85,1.0,5.0
0.4682745044426028,0.0030349994464936355,0.5111883598184428,29.9,500,0.1,31,20,0.85,0.7,0.0
0.46777450793339875,0.00339341874205418,0.5180917896218071,20.6,300,0.05,31,20,0.85,0.85,1.0
0.46717706460185443,0.002057750573148054,0.5114945225290822,31.9,500,0.1,31,20,0.85,0.7,5.0
0.4669942861409116,0.0023902029261957352,0.4990380992102646,53.9,300,0.1,127,50,0.85,0.7,0.0
0.466715245593178,0.0028676900321789617,0.485407218209311,105.3,300,0.1,255,20,0.7,0.7,1.0
0.4662896409198993,0.002748877100063868,0.5114435476722718,31.6,500,0.1,31,200,1.0,0.7,5.0
0.46583050411273946,0.0031616016187086342,0.4798223275134342,145.3,800,0.1,127,50,0.85,0.85,1.0
0.4619209921153915,0.002635619507616007,0.48061094033278623,142.6,800,0.1,127,200,1.0,1.0,1.0
