seed,dl_ensemble_macro_f1,direct_xgb_macro_f1,direct_lgbm_macro_f1,twostage_tuned_macro_f1,twostage_argmax_macro_f1,twostage_ratio_macro_f1,twostage_volume_macro_f1
42,0.5122292910751345,0.4362523733615384,0.434924553259484,0.4347018984168718,0.414809382191858,0.345407554342877,0.3435341181784755
43,0.5103099499950021,0.4406496276684835,0.4389050334339501,0.4440854984556817,0.4160220958355378,0.3541178860908768,0.3518710977304605
44,0.5165337986210636,0.4415926559543877,0.4398485689075474,0.4343105526343427,0.4164649237954285,0.3422635933255409,0.3392304248883163
45,0.5141018757046798,0.4392039181581806,0.4383569900098223,0.4458463391681125,0.4130600607829733,0.3548175197370123,0.3535987408647361
46,0.5110243786550689,0.4386442514188072,0.4376983013193413,0.4344491037516306,0.4146019736471413,0.3456432713192786,0.3420281120293783
