tau_mean,n_runs,seeds,renew_n_estimators,renew_learning_rate,renew_num_leaves,renew_min_child_samples,renew_colsample_bytree,renew_subsample,renew_reg_lambda,renew_subsample_freq,move_n_estimators,move_learning_rate,move_num_leaves,move_min_child_samples,move_colsample_bytree,move_subsample,move_reg_lambda,move_subsample_freq
0.445,5,"[42, 43, 44, 45, 46]",300,0.1,255,50,0.85,0.7,5.0,1,500,0.03,255,20,1.0,0.7,5.0,1
