epoch,train_loss,val_macro_f1,secs
0,1.015520515343142,0.44854662902529624,193.0
1,0.9820650824930731,0.4394742144558462,229.4
2,0.9755909208135206,0.45734913514182707,215.6
3,0.9714179035262751,0.4496828784500606,182.3
4,0.9681388592283193,0.4424769743679261,204.8
5,0.9648235708378954,0.45131825401279735,200.8
6,0.9602461175135076,0.4473716219458669,211.3
