model,n_runs,CHURN_mean,CHURN_std,CHURN_se,CONTRACTION_mean,CONTRACTION_std,CONTRACTION_se,STABLE_mean,STABLE_std,STABLE_se,EXPANSION_mean,EXPANSION_std,EXPANSION_se
XGBoost,5,0.4166319839843946,0.005414399969433411,0.0024213932778051777,0.3194352008090858,0.0007331962186205341,0.00032789531713626227,0.6054230915915859,0.0023434408840335044,0.0010480186235902235,0.41558398486405174,0.0007565509451095473,0.00033833986834133195
