champion_arm,tau_volume_mean,tau_ratio_mean,n_runs,seeds,renew_n_estimators,renew_learning_rate,renew_num_leaves,renew_min_child_samples,renew_colsample_bytree,renew_subsample,renew_reg_lambda,renew_subsample_freq,vol_n_estimators,vol_learning_rate,vol_num_leaves,vol_min_child_samples,vol_colsample_bytree,vol_subsample,vol_reg_lambda,vol_subsample_freq,rat_n_estimators,rat_learning_rate,rat_num_leaves,rat_min_child_samples,rat_colsample_bytree,rat_subsample,rat_reg_lambda,rat_subsample_freq
ratio,0.44,0.44999999999999996,5,"[42, 43, 44, 45, 46]",300,0.1,255,50,0.85,0.7,5.0,1,800,0.1,127,50,1.0,0.7,5.0,1,800,0.1,127,50,1.0,0.7,5.0,1
